collision_index,casualty_reference,casualty_class,casualty_severity,sex_of_casualty,age_band_of_casualty
56261,1,1,3,2,9
56262,1,2,3,2,6
56263,1,1,3,1,5
56264,1,3,3,2,10
56265,1,1,2,1,5
56266,2,2,3,1,4
56267,3,1,2,2,4
56268,1,1,3,2,7
56269,1,1,3,1,10
56270,2,2,3,2,9
56271,3,2,3,2,11
56272,1,1,2,1,11
56273,1,1,3,1,6
56274,1,1,3,1,3
56275,1,2,3,1,9
56276,2,1,2,1,6
56277,1,2,3,2,5
56278,1,1,2,1,8
56279,1,1,3,2,6
56280,1,1,2,1,10
56281,1,1,3,1,7
56282,1,1,3,1,9
56283,1,1,2,2,10
56284,1,1,3,2,10
56285,1,2,2,2,4
56286,2,2,3,2,4
56287,3,1,3,1,4
56288,1,1,3,2,8
56289,2,2,3,2,2
56290,3,2,3,2,3
56291,1,1,3,1,7
56292,2,2,3,2,8
56293,3,2,3,2,3
56294,2,1,3,1,4
56295,1,1,2,1,4
56296,1,1,3,2,7
56297,2,1,3,2,4
56298,1,1,3,2,11
56299,1,1,3,1,7
56300,2,1,2,1,11
56301,1,1,3,1,11
56302,1,1,3,1,7
56303,1,1,3,1,9
56304,1,1,2,1,9
56305,1,1,2,2,11
56306,2,2,3,2,11
56307,1,1,2,1,10
56308,1,2,3,2,6
56309,2,1,3,1,6
56310,3,2,3,2,2
56311,1,1,3,2,10
56312,1,1,3,2,4
56313,1,2,3,1,3
56314,2,2,3,2,2
56315,1,1,3,2,6
56316,2,1,3,1,5
56317,1,1,3,2,6
56318,1,1,2,2,6
56319,1,3,2,2,9
56320,1,1,2,2,9
56321,1,1,3,1,7
56322,1,1,3,2,7
56323,2,2,2,2,4
56324,1,1,3,1,9
56325,2,1,2,2,4
56326,1,1,3,2,6
56327,1,1,3,1,7
56328,1,1,1,1,9
56329,1,1,3,1,6
56330,2,2,2,1,9
56331,1,1,2,2,4
56332,3,1,3,1,6
56333,1,1,3,1,6
56334,1,3,3,1,6
56335,1,1,3,1,6
56336,1,1,2,1,6
56337,3,2,2,2,6
56338,2,2,1,2,5
56339,4,1,1,1,6
56340,1,2,2,2,9
56341,1,1,3,1,6
56342,1,1,3,2,10
56343,1,3,2,2,6
56344,1,1,3,2,6
56345,1,1,3,1,10
56346,1,1,2,1,10
56347,1,1,1,1,6
56348,1,2,2,1,5
56349,1,1,2,1,7
56350,1,1,2,2,10
56351,1,1,3,1,7
56352,1,1,2,2,4
56353,1,1,3,1,8
56354,2,2,3,2,7
56355,1,1,3,1,4
56356,1,1,3,2,6
56357,2,2,3,2,5
56358,1,1,3,2,5
56359,2,2,3,2,6
56360,2,1,3,2,10
56361,1,1,3,2,11
56362,1,2,2,1,6
56363,2,1,3,1,9
56364,1,1,2,1,5
56365,1,3,3,1,3
56366,1,3,3,2,11
56367,1,1,3,2,10
56368,2,2,3,1,10
56369,1,2,2,2,9
56370,2,1,3,1,9
56371,1,1,2,2,10
56372,2,2,2,1,11
56373,1,1,2,1,6
56374,1,1,2,1,8
56375,1,1,1,1,4
56376,1,1,3,1,8
56377,1,1,3,2,10
56378,2,2,3,1,10
56379,3,1,3,2,10
56380,4,2,3,2,2
56381,5,2,3,2,2
56382,6,2,3,2,1
56383,1,1,3,1,6
56384,4,2,3,1,6
56385,2,1,2,1,9
56386,3,2,3,2,9
56387,1,1,3,1,4
56388,1,3,3,1,10
56389,1,1,3,2,8
56390,3,1,2,1,6
56391,1,1,3,2,4
56392,2,1,3,1,10
56393,2,1,3,1,6
56394,3,2,3,1,1
56395,4,2,3,2,1
56396,5,2,3,1,1
56397,6,2,3,2,1
56398,1,1,2,2,8
56399,1,1,2,1,6
56400,1,1,3,2,4
56401,2,2,3,2,5
56402,1,2,2,2,5
56403,2,1,2,2,6
56404,1,1,3,1,9
56405,1,1,2,1,9
56406,1,3,3,1,1
56407,1,1,2,1,6
56408,1,1,3,1,10
56409,1,3,2,1,11
56410,1,1,2,1,3
56411,1,1,2,1,7
56412,1,1,3,1,8
56413,1,1,3,1,6
56414,1,1,3,2,5
56415,2,2,3,2,6
56416,2,1,3,2,7
56417,1,1,3,1,6
56418,1,1,2,1,4
56419,1,1,2,1,4
56420,3,1,2,1,10
56421,1,1,3,2,4
56422,2,2,3,1,5
56423,4,2,3,2,8
56424,1,3,3,2,6
56425,1,1,3,1,9
56426,3,2,2,1,9
56427,4,1,2,2,9
56428,2,1,2,1,6
56429,1,1,3,1,9
56430,1,1,3,1,6
56431,1,1,3,2,9
56432,2,1,3,2,6
56433,3,2,3,2,3
56434,1,2,3,1,2
56435,2,2,3,1,1
56436,3,2,3,1,2
56437,4,2,3,1,1
56438,1,1,3,2,7
56439,1,1,3,2,4
56440,1,1,3,1,6
56441,1,2,3,2,5
56442,2,2,2,2,4
56443,1,3,2,2,5
56444,1,2,3,2,4
56445,1,2,2,1,9
56446,1,3,3,1,5
56447,1,1,2,1,6
56448,1,1,2,2,11
56449,1,3,3,1,5
56450,1,3,3,1,2
56451,1,1,2,1,9
56452,1,3,2,2,10
56453,1,1,3,1,8
56454,1,3,3,2,10
56455,1,1,3,1,6
56456,2,2,3,2,6
56457,1,2,2,2,11
56458,1,1,3,2,10
56459,2,2,2,1,8
56460,1,1,2,2,8
56461,1,2,3,2,11
56462,2,2,3,2,11
56463,1,3,3,1,5
56464,1,1,3,2,5
56465,1,3,3,1,7
56466,1,1,3,2,6
56467,1,1,3,1,9
56468,1,1,3,1,7
56469,1,1,2,2,4
56470,1,3,2,1,11
56471,1,1,3,2,11
56472,1,3,3,2,6
56473,1,3,3,2,8
56474,1,2,3,2,4
56475,1,3,2,1,8
56476,1,3,2,1,9
56477,1,1,2,2,7
56478,1,3,3,1,3
56479,1,1,2,1,10
56480,1,1,2,1,10
56481,1,1,3,1,4
56482,1,3,2,2,11
56483,1,1,2,1,5
56484,1,3,2,1,8
56485,1,1,3,2,6
56486,2,2,3,1,7
56487,1,3,3,2,10
56488,1,1,3,2,7
56489,1,2,2,2,8
56490,2,2,1,1,8
56491,3,1,2,2,5
56492,1,1,3,1,10
56493,2,1,3,1,4
56494,1,3,2,1,6
56495,1,1,2,1,4
56496,1,3,3,1,7
56497,1,3,3,1,6
56498,1,1,3,1,6
56499,1,3,2,1,11
56500,3,1,2,1,5
56501,1,1,3,2,7
56502,2,2,3,2,2
56503,1,1,2,2,7
56504,1,1,3,2,6
56505,2,2,3,2,3
56506,1,1,3,1,6
56507,1,1,3,1,10
56508,2,1,3,1,8
56509,1,3,3,2,7
56510,1,1,3,2,9
56511,2,1,3,1,7
56512,1,1,2,2,11
56513,2,1,2,2,7
56514,1,1,3,1,5
56515,1,3,2,1,9
56516,1,1,3,2,7
56517,1,2,2,1,4
56518,2,2,3,2,4
56519,1,1,2,1,4
56520,1,2,1,2,11
56521,3,1,2,1,9
56522,2,1,2,1,7
56523,1,3,3,1,7
56524,1,3,3,1,4
56525,2,3,3,1,5
56526,1,2,3,2,4
56527,2,1,3,1,5
56528,1,3,3,2,7
56529,1,1,3,2,5
56530,2,1,3,1,4
56531,3,2,3,2,4
56532,1,1,2,1,6
56533,1,1,2,1,7
56534,1,1,2,1,9
56535,1,1,1,2,8
56536,1,1,3,1,5
56537,1,1,3,2,10
56538,1,1,3,2,9
56539,1,1,3,1,6
56540,1,1,3,2,8
56541,1,1,3,2,7
56542,1,1,2,2,8
56543,2,1,3,1,8
56544,1,3,2,1,3
56545,1,1,2,2,4
56546,2,2,3,1,4
56547,1,3,2,1,6
56548,1,2,3,2,8
56549,2,2,3,1,5
56550,3,1,3,1,8
56551,1,3,2,1,11
56552,1,1,2,2,6
56553,1,1,3,2,5
56554,1,1,3,1,4
56555,1,1,2,2,6
56556,1,1,2,1,8
56557,1,3,2,1,2
56558,1,3,3,1,4
56559,1,1,2,2,5
56560,1,1,2,2,10
56561,1,2,3,2,4
56562,1,1,2,1,7
56563,1,1,2,2,9
56564,1,1,3,1,5
56565,2,1,2,1,5
56566,3,2,3,1,5
56567,1,1,3,2,8
56568,4,2,3,1,5
56569,1,3,2,1,3
56570,1,3,2,2,8
56571,1,1,2,1,6
56572,1,1,3,1,10
56573,1,1,3,2,6
56574,1,1,3,1,5
56575,1,1,3,1,6
56576,1,1,3,1,11
56577,2,2,2,2,11
56578,1,1,2,1,9
56579,1,2,3,2,7
56580,1,1,2,1,4
56581,2,1,3,2,8
56582,1,3,2,1,5
56583,1,1,2,1,6
56584,1,1,2,2,5
56585,1,1,3,2,10
56586,1,3,1,1,10
56587,1,1,3,1,10
56588,1,2,3,1,9
56589,1,1,3,2,11
56590,1,3,2,2,6
56591,1,1,2,1,7
56592,1,3,2,1,11
56593,1,1,3,1,8
56594,1,1,3,2,4
56595,1,3,3,1,11
56596,1,3,3,2,7
56597,2,3,3,1,7
56598,1,2,3,1,4
56599,2,1,1,1,5
56600,1,1,2,2,9
56601,1,2,3,1,4
56602,2,2,3,1,4
56603,1,3,2,1,7
56604,1,1,3,2,10
56605,1,1,3,1,10
56606,2,1,3,1,8
56607,1,1,3,1,4
56608,1,1,3,1,8
56609,1,1,3,1,6
56610,1,1,3,1,8
56611,1,1,3,2,9
56612,2,2,3,1,11
56613,1,3,2,1,9
56614,2,3,3,1,8
56615,1,1,3,1,5
56616,1,1,2,2,8
56617,2,2,3,1,8
56618,1,3,2,1,11
56619,1,2,3,2,7
56620,1,1,3,2,7
56621,1,3,3,1,3
56622,1,3,2,1,8
56623,1,2,3,2,4
56624,2,1,3,1,9
56625,1,1,2,1,10
56626,1,1,3,2,7
56627,1,1,2,1,7
56628,3,2,3,2,10
56629,4,1,3,1,11
56630,1,1,3,2,5
56631,2,2,3,1,5
56632,1,3,3,2,8
56633,1,2,3,2,8
56634,2,1,3,2,7
56635,1,1,2,2,6
56636,2,2,3,2,8
56637,1,3,1,1,11
56638,1,1,3,1,4
56639,1,1,3,1,7
56640,1,1,3,1,6
56641,1,1,3,1,6
56642,1,1,3,1,6
56643,1,1,3,2,8
56644,1,1,3,1,6
56645,1,2,3,2,4
56646,1,1,3,1,6
56647,1,1,2,1,9
56648,2,1,3,1,8
56649,1,1,3,1,6
56650,1,2,2,2,5
56651,1,1,3,1,5
56652,1,1,3,1,6
56653,1,1,2,1,11
56654,1,1,3,2,7
56655,1,3,2,1,5
56656,1,3,2,2,8
56657,1,3,3,1,7
56658,1,2,3,1,4
56659,2,2,3,1,5
56660,3,2,3,1,5
56661,1,1,3,1,5
56662,1,1,3,1,9
56663,1,1,3,1,11
56664,4,1,3,2,4
56665,1,2,3,2,3
56666,2,1,2,2,4
56667,3,2,3,2,7
56668,1,1,3,1,8
56669,1,1,3,1,4
56670,2,2,2,2,4
56671,3,2,2,2,4
56672,4,2,3,1,4
56673,1,3,3,1,10
56674,1,1,3,1,5
56675,1,3,3,2,3
56676,1,1,2,1,8
56677,1,1,3,2,4
56678,1,1,3,1,6
56679,1,1,2,1,7
56680,1,1,3,2,8
56681,1,1,3,2,8
56682,1,1,3,1,5
56683,1,2,1,1,11
56684,1,1,3,1,8
56685,1,1,2,2,9
56686,1,1,3,1,8
56687,1,1,3,1,6
56688,1,2,2,1,6
56689,1,1,2,1,9
56690,1,1,3,1,6
56691,2,2,2,1,8
56692,3,1,3,1,7
56693,1,3,2,2,11
56694,1,2,3,2,2
56695,2,1,3,2,7
56696,3,1,3,1,8
56697,1,1,3,2,9
56698,2,2,3,2,11
56699,1,1,3,2,7
56700,1,3,3,2,7
56701,1,3,2,1,3
56702,1,1,3,1,11
56703,1,1,3,1,6
56704,1,3,2,1,9
56705,1,1,3,2,9
56706,1,3,3,1,3
56707,1,1,3,2,6
56708,1,1,3,2,8
56709,1,1,3,2,10
56710,1,1,3,1,8
56711,1,1,3,2,8
56712,2,1,3,1,8
56713,3,2,3,2,5
56714,4,2,3,2,6
56715,1,1,3,1,5
56716,1,1,1,1,10
56717,1,2,3,2,1
56718,2,2,3,2,6
56719,3,2,3,2,6
56720,1,1,2,2,6
56721,1,1,3,1,6
56722,1,3,2,2,10
56723,1,1,3,1,5
56724,1,1,3,2,10
56725,1,1,3,2,9
56726,2,2,3,2,9
56727,1,3,2,2,7
56728,1,2,3,1,6
56729,2,1,3,2,5
56730,1,3,2,2,5
56731,1,3,3,2,9
56732,1,2,2,2,10
56733,1,3,2,2,9
56734,1,3,2,2,8
56735,2,2,3,1,8
56736,1,1,3,2,6
56737,3,2,3,1,6
56738,1,2,3,2,11
56739,2,1,3,2,11
56740,1,3,2,2,11
56741,1,2,3,2,5
56742,1,1,2,1,5
56743,1,3,3,1,11
56744,1,2,3,2,7
56745,2,1,3,1,9
56746,1,1,3,1,4
56747,2,2,2,1,4
56748,1,1,3,1,9
56749,2,2,3,1,6
56750,1,1,2,1,8
56751,1,3,2,2,5
56752,1,1,3,1,9
56753,1,1,3,1,9
56754,2,1,3,2,8
56755,1,3,2,1,8
56756,1,3,2,1,11
56757,1,1,3,1,4
56758,2,2,3,2,4
56759,1,1,3,1,7
56760,1,1,3,2,11
56761,1,3,1,1,9
56762,1,1,2,2,8
56763,2,1,3,2,7
56764,1,1,3,1,8
56765,1,3,3,2,3
56766,2,3,3,2,4
56767,1,2,3,2,7
56768,2,1,3,1,11
56769,1,3,3,2,7
56770,1,1,3,1,9
56771,1,2,3,2,7
56772,2,2,3,2,6
56773,1,1,2,1,6
56774,2,2,2,2,4
56775,3,2,2,2,4
56776,1,2,2,2,8
56777,2,2,3,2,7
56778,1,1,2,1,8
56779,1,1,3,2,6
56780,2,1,3,2,9
56781,1,1,3,1,7
56782,1,1,3,1,9
56783,1,3,3,2,6
56784,1,1,3,2,9
56785,1,2,3,1,4
56786,1,1,3,1,4
56787,1,1,3,1,7
56788,1,1,3,2,4
56789,2,2,3,2,4
56790,1,1,3,1,8
56791,1,3,3,1,6
56792,1,3,2,1,8
56793,1,1,3,2,6
56794,1,3,3,1,10
56795,1,1,2,1,7
56796,1,1,3,2,8
56797,1,3,3,1,10
56798,1,1,3,1,7
56799,1,1,2,1,11
56800,1,1,2,1,5
56801,1,1,2,1,10
56802,1,1,3,2,6
56803,2,1,3,2,6
56804,1,1,3,1,8
56805,1,1,2,1,8
56806,1,3,1,2,3
56807,1,1,3,2,6
56808,2,2,3,2,9
56809,1,3,2,2,6
56810,1,1,3,2,9
56811,1,1,3,1,9
56812,1,1,3,1,4
56813,1,2,3,2,11
56814,1,1,3,1,6
56815,1,1,3,2,8
56816,3,1,3,2,6
56817,4,2,3,1,1
56818,1,1,3,1,4
56819,1,3,2,2,10
56820,1,1,3,2,7
56821,1,1,3,2,8
56822,2,1,3,1,6
56823,3,2,3,1,3
56824,1,3,3,1,10
56825,4,1,2,2,11
56826,5,2,3,1,11
56827,1,1,3,2,7
56828,2,2,2,2,9
56829,3,2,3,1,6
56830,1,1,1,1,11
56831,1,3,2,2,6
56832,1,1,3,2,7
56833,1,2,3,1,-1
56834,1,2,2,1,7
56835,1,1,2,1,10
56836,1,1,2,1,8
56837,1,1,3,1,3
56838,1,1,3,2,8
56839,1,3,3,2,3
56840,2,3,3,2,3
56841,1,1,3,1,7
56842,2,1,3,1,10
56843,1,1,3,1,6
56844,3,2,3,2,5
56845,2,1,3,2,6
56846,1,2,3,1,9
56847,3,1,2,1,8
56848,4,2,3,2,3
56849,1,2,3,2,9
56850,2,1,3,2,6
56851,1,2,2,1,6
56852,1,3,2,2,9
56853,1,2,2,1,6
56854,2,1,2,2,7
56855,1,2,2,2,1
56856,1,1,2,1,9
56857,1,1,3,1,10
56858,2,1,3,2,6
56859,1,2,3,2,7
56860,2,2,3,1,3
56861,3,1,3,1,8
56862,4,2,3,1,3
56863,1,2,3,2,6
56864,1,1,2,1,6
56865,2,1,3,2,7
56866,3,2,2,2,7
56867,4,2,2,1,3
56868,1,1,2,1,6
56869,1,3,3,1,9
56870,1,3,2,1,11
56871,1,3,2,1,3
56872,1,1,2,1,5
56873,1,2,3,2,4
56874,1,2,3,1,1
56875,1,3,3,1,7
56876,1,1,3,1,9
56877,1,1,3,1,9
56878,1,1,3,1,8
56879,1,2,2,1,3
56880,2,1,2,1,8
56881,1,1,2,1,9
56882,1,1,3,1,5
56883,1,1,2,1,4
56884,1,1,3,2,7
56885,2,2,3,2,6
56886,1,2,3,2,9
56887,1,1,3,1,7
56888,1,1,2,1,10
56889,1,1,3,1,5
56890,1,1,3,1,7
56891,1,1,3,2,8
56892,1,3,2,2,11
56893,1,3,3,1,4
56894,1,3,3,1,6
56895,1,1,3,1,9
56896,1,1,3,1,7
56897,2,2,2,2,6
56898,1,3,3,2,5
56899,1,1,2,2,7
56900,1,2,3,2,10
56901,1,3,2,1,9
56902,1,3,2,2,3
56903,1,1,3,1,4
56904,1,1,2,1,6
56905,1,3,3,2,6
56906,1,3,2,1,9
56907,1,2,3,1,8
56908,1,3,2,2,4
56909,2,1,2,1,6
56910,1,1,3,1,9
56911,1,1,3,1,7
56912,1,1,3,1,8
56913,1,1,3,1,6
56914,1,1,3,1,4
56915,2,1,3,1,6
56916,1,1,3,1,5
56917,1,3,2,1,9
56918,1,1,3,1,4
56919,1,3,2,1,3
56920,1,3,2,2,9
56921,1,3,2,1,2
56922,1,1,3,1,7
56923,1,2,3,2,6
56924,1,2,2,1,9
56925,1,1,2,1,5
56926,1,2,3,2,10
56927,1,2,3,2,4
56928,1,1,3,2,7
56929,1,1,3,1,8
56930,1,3,2,1,10
56931,1,3,1,2,11
56932,1,3,2,1,11
56933,1,3,2,2,9
56934,1,1,2,1,8
56935,2,1,3,1,6
56936,1,1,3,1,5
56937,1,1,3,2,9
56938,1,1,3,2,8
56939,1,1,2,1,7
56940,1,1,3,1,8
56941,1,1,3,1,8
56942,1,1,3,1,8
56943,1,1,2,1,7
56944,1,1,3,2,8
56945,2,1,3,1,9
56946,1,1,3,1,5
56947,1,3,2,2,10
56948,1,1,3,1,8
56949,1,2,2,2,8
56950,1,1,2,1,8
56951,3,2,1,2,8
56952,4,2,2,1,5
56953,2,1,2,1,7
56954,2,1,3,2,7
56955,5,2,3,1,9
56956,1,1,3,1,7
56957,3,2,3,2,7
56958,4,2,2,2,4
56959,1,2,3,2,2
56960,2,1,3,2,7
56961,1,1,3,1,6
56962,2,1,3,2,6
56963,1,1,2,1,4
56964,1,1,2,1,5
56965,1,1,3,1,7
56966,3,1,2,2,7
56967,1,1,2,1,9
56968,2,2,2,2,9
56969,1,1,3,1,9
56970,1,1,3,2,9
56971,2,1,2,1,9
56972,1,1,3,2,5
56973,1,1,3,2,8
56974,1,1,1,1,6
56975,2,1,1,2,7
56976,1,3,3,1,6
56977,1,1,3,2,5
56978,1,1,3,1,6
56979,1,3,3,2,3
56980,1,1,2,2,7
56981,2,1,2,1,9
56982,1,1,2,1,9
56983,1,3,2,2,3
56984,1,1,3,2,9
56985,1,1,3,1,8
56986,1,1,2,1,6
56987,2,1,3,2,4
56988,1,2,3,1,9
56989,1,1,3,2,11
56990,1,3,2,1,9
56991,1,1,3,1,7
56992,1,1,3,2,7
56993,1,1,3,2,8
56994,1,2,3,2,11
56995,2,1,2,1,11
56996,3,2,3,1,10
56997,4,1,3,2,7
56998,5,1,3,2,5
56999,1,3,2,1,3
57000,1,3,2,1,5
57001,1,1,2,2,4
57002,1,3,3,1,7
57003,1,1,2,1,6
57004,1,2,2,2,5
57005,2,1,2,1,6
57006,1,1,2,1,9
57007,1,3,3,1,6
57008,1,1,3,2,8
57009,1,3,3,1,2
57010,1,1,3,2,5
57011,1,2,2,1,6
57012,2,1,3,1,6
57013,1,2,2,2,6
57014,2,1,3,1,7
57015,1,1,2,2,9
57016,1,1,3,1,6
57017,3,1,3,2,10
57018,1,2,3,1,11
57019,2,1,2,2,11
57020,1,1,3,1,7
57021,2,1,3,1,6
57022,3,2,3,2,5
57023,1,1,2,1,6
57024,1,1,3,2,6
57025,3,1,3,1,11
57026,1,1,3,2,8
57027,2,2,3,1,6
57028,1,1,3,2,7
57029,1,3,3,1,8
57030,1,2,2,1,5
57031,2,2,2,1,5
57032,1,1,3,1,5
57033,2,2,3,2,6
57034,1,2,3,2,9
57035,2,1,3,1,9
57036,3,2,3,2,8
57037,1,1,2,2,8
57038,1,1,2,1,9
57039,1,1,3,2,7
57040,2,2,3,2,7
57041,1,1,3,2,6
57042,1,1,3,1,9
57043,1,1,3,1,9
57044,1,1,2,1,9
57045,1,2,2,2,10
57046,1,1,2,1,4
57047,3,2,3,1,4
57048,1,1,2,1,9
57049,2,2,3,2,5
57050,1,3,1,1,10
57051,1,3,2,1,5
57052,1,1,3,1,5
57053,1,1,3,1,6
57054,1,1,3,1,5
57055,1,3,3,1,3
57056,1,2,1,1,5
57057,2,1,1,1,6
57058,3,2,2,1,6
57059,4,1,3,2,7
57060,5,2,2,1,7
57061,6,2,3,2,1
57062,7,2,2,2,1
57063,8,1,3,1,7
57064,9,2,3,2,2
57065,1,1,3,1,6
57066,1,1,2,1,6
57067,2,2,3,2,6
57068,1,1,3,1,9
57069,1,1,3,2,8
57070,1,1,3,2,8
57071,1,2,3,2,5
57072,2,2,3,1,4
57073,3,1,2,2,9
57074,1,1,2,2,8
57075,2,2,2,2,9
57076,3,1,3,1,8
57077,1,1,3,2,7
57078,2,2,3,2,9
57079,1,1,2,1,6
57080,2,2,2,2,6
57081,1,1,2,2,9
57082,1,3,2,1,6
57083,1,3,2,2,7
57084,1,1,3,2,7
57085,1,1,2,1,7
57086,1,1,3,1,9
57087,1,3,3,1,7
57088,1,2,3,2,4
57089,2,1,3,1,4
57090,1,1,2,1,4
57091,1,1,3,2,8
57092,1,1,2,1,9
57093,1,3,3,1,8
57094,1,1,2,1,6
57095,1,1,3,2,11
57096,2,2,2,2,6
57097,1,3,3,1,8
57098,1,1,2,1,8
57099,1,1,2,2,7
57100,1,1,1,1,9
57101,1,3,3,1,1
57102,1,2,3,2,6
57103,1,3,3,2,7
57104,1,1,3,2,6
57105,1,1,2,2,6
57106,2,2,2,1,6
57107,1,1,2,2,7
57108,1,1,2,1,6
57109,1,1,3,1,8
57110,1,1,3,2,9
57111,1,1,3,1,7
57112,1,1,3,2,9
57113,2,1,2,1,10
57114,1,1,3,2,10
57115,2,1,3,1,6
57116,3,2,3,2,5
57117,1,1,3,2,7
57118,1,3,3,1,4
57119,1,1,2,1,5
57120,1,1,2,1,4
57121,2,2,2,1,5
57122,3,2,2,1,5
57123,1,1,3,1,7
57124,1,1,2,1,9
57125,1,1,3,2,9
57126,1,1,3,1,7
57127,2,1,3,2,4
57128,1,3,3,1,3
57129,1,1,3,1,6
57130,2,2,3,2,5
57131,2,2,3,2,11
57132,1,3,3,2,3
57133,1,3,3,1,3
57134,1,1,3,2,8
57135,2,2,3,1,8
57136,1,1,3,1,9
57137,1,1,2,1,7
57138,1,2,3,1,6
57139,1,3,2,1,8
57140,1,1,3,1,7
57141,2,1,3,1,6
57142,1,1,3,1,6
57143,1,3,2,1,10
57144,1,2,2,1,-1
57145,1,1,3,2,6
57146,1,1,3,2,10
57147,1,1,2,2,9
57148,1,1,2,2,8
57149,1,1,3,1,9
57150,1,1,3,1,6
57151,1,3,2,1,7
57152,1,1,3,1,8
57153,1,3,3,2,9
57154,1,2,2,1,3
57155,1,1,2,1,4
57156,2,1,3,1,9
57157,1,2,3,1,7
57158,1,1,3,1,4
57159,1,3,3,1,3
57160,1,1,3,2,7
57161,2,1,3,2,7
57162,1,3,1,2,11
57163,1,1,3,1,10
57164,2,1,3,2,4
57165,1,2,3,1,1
57166,1,2,3,1,6
57167,1,1,3,1,9
57168,2,2,2,2,6
57169,1,3,2,1,9
57170,1,1,3,1,7
57171,1,1,3,1,5
57172,1,1,3,1,7
57173,2,2,3,1,8
57174,1,1,2,1,6
57175,1,1,3,1,7
57176,1,3,2,1,9
57177,1,1,3,1,7
57178,1,3,2,2,11
57179,1,1,3,2,6
57180,2,1,3,2,9
57181,1,1,3,1,7
57182,2,1,3,1,9
57183,3,2,3,1,6
57184,1,1,3,1,6
57185,2,2,3,2,5
57186,1,1,3,1,7
57187,1,3,3,2,11
57188,1,3,2,2,11
57189,1,1,3,1,3
57190,1,1,3,1,8
57191,1,2,2,2,10
57192,1,3,2,1,7
57193,1,1,2,1,4
57194,2,1,3,1,7
57195,1,2,3,2,2
57196,2,1,3,1,10
57197,3,2,2,1,2
57198,1,1,2,1,4
57199,1,1,2,1,9
57200,1,1,3,1,5
57201,1,1,3,1,11
57202,1,1,2,1,7
57203,2,2,2,1,6
57204,3,1,3,1,7
57205,1,3,3,2,9
57206,1,1,1,2,11
57207,3,2,1,1,11
57208,2,1,3,1,7
57209,2,1,3,1,10
57210,3,2,2,2,10
57211,1,1,3,1,10
57212,1,1,2,2,6
57213,1,1,1,1,8
57214,1,1,3,2,6
57215,2,1,3,1,6
57216,3,2,3,2,4
57217,1,3,2,2,6
57218,1,1,3,2,11
57219,1,1,2,1,6
57220,1,1,3,1,10
57221,2,1,3,1,9
57222,1,3,2,2,2
57223,1,2,3,2,3
57224,2,2,3,1,2
57225,1,1,3,1,5
57226,1,1,3,2,6
57227,1,1,2,2,6
57228,2,2,2,2,2
57229,1,1,3,1,9
57230,1,1,3,2,10
57231,1,1,3,1,8
57232,1,1,3,1,6
57233,1,3,2,1,3
57234,1,1,3,1,7
57235,1,3,3,1,3
57236,1,1,2,1,6
57237,1,1,3,1,11
57238,2,1,3,2,6
57239,1,1,2,1,8
57240,1,3,1,1,9
57241,1,1,1,1,3
57242,1,3,3,1,2
57243,1,1,3,2,9
57244,1,1,3,2,6
57245,1,1,3,2,8
57246,1,2,3,2,4
57247,1,3,2,1,10
57248,1,1,3,1,7
57249,1,1,3,1,6
57250,1,1,3,2,8
57251,1,1,3,1,6
57252,2,2,3,2,6
57253,3,1,3,2,10
57254,3,1,1,1,6
57255,2,1,2,2,7
57256,1,2,3,2,8
57257,1,1,2,1,6
57258,2,1,3,1,6
57259,3,2,3,2,6
57260,1,3,3,1,10
57261,1,1,3,2,4
57262,1,1,2,1,6
57263,1,1,2,1,8
57264,1,1,3,1,7
57265,2,1,3,1,8
57266,1,1,2,2,7
57267,2,2,3,2,7
57268,3,2,3,1,9
57269,4,1,3,1,8
57270,1,3,1,2,9
57271,1,1,2,1,8
57272,1,1,3,1,10
57273,1,1,2,1,4
57274,1,3,2,1,2
57275,1,3,2,1,8
57276,1,3,3,2,2
57277,1,1,3,1,8
57278,3,1,3,2,10
57279,1,2,3,2,11
57280,2,1,3,1,11
57281,1,1,3,1,6
57282,1,1,3,2,9
57283,1,3,3,1,7
57284,1,1,2,1,7
57285,1,1,2,2,10
57286,1,1,3,1,5
57287,1,1,1,1,6
57288,1,2,3,2,9
57289,1,3,3,1,10
57290,1,1,3,1,5
57291,1,1,1,1,7
57292,2,1,3,1,4
57293,1,1,1,1,9
57294,1,1,1,2,11
57295,1,1,3,1,6
57296,2,1,3,2,7
57297,1,2,3,1,6
57298,1,3,3,2,8
57299,1,1,2,1,9
57300,1,1,2,1,4
57301,1,1,3,1,5
57302,1,3,1,1,10
57303,1,1,3,2,8
57304,2,2,3,2,8
57305,1,1,3,2,8
57306,1,3,3,2,4
57307,1,1,3,1,8
57308,1,1,3,1,6
57309,1,1,2,2,10
57310,1,1,3,2,9
57311,2,1,2,1,9
57312,3,2,2,2,9
57313,1,1,2,1,3
57314,2,1,2,2,8
57315,1,1,2,2,7
57316,1,1,3,1,7
57317,2,1,3,1,7
57318,3,2,3,1,6
57319,1,1,3,2,8
57320,1,1,3,1,6
57321,1,1,3,1,6
57322,1,1,3,2,8
57323,2,1,3,1,7
57324,3,2,3,2,6
57325,4,2,3,1,8
57326,5,2,3,1,6
57327,6,2,3,2,6
57328,7,2,3,1,7
57329,8,2,3,1,8
57330,1,1,3,2,8
57331,2,1,3,2,6
57332,1,1,3,1,6
57333,1,1,2,1,8
